AMOUNT,DATE,TICKER,TYPE,YEAR
"5,553",2014-06-26,CARM,Spécial,2014
"1,240",2015-05-26,CARM,Final,2015
443 pour 410,2016-03-24,CARM,,2016
"1,520",2016-06-08,CARM,Final,2016
"1,800",2017-06-05,CARM,Final,2017
"0,750",2017-11-28,CARM,Spécial,2017
"0,750",2018-05-23,CARM,Final,2018
"0,490",2019-05-21,CARM,Final,2019
"1,000",2020-07-03,CARM,Final,2020
"1,000",2021-05-24,CARM,Final,2021
"1,000",2022-05-23,CARM,Spécial,2022
"1,170",2023-05-15,CARM,Spécial,2023
"2,000",2000-04-17,CAT31,,2000
"2,100",2001-04-09,CAT31,,2001
"2,730",2002-05-14,CAT31,,2002
"2,100",2003-05-14,CAT31,,2003
"3,150",2004-05-13,CAT31,,2004
"2,100",2005-04-08,CAT31,,2005
"2,350",2006-05-17,CAT31,,2006
"3,000",2007-05-15,CAT31,,2007
"3,490",2008-04-07,CAT31,,2008
"3,260",2009-05-06,CAT31,,2009
"3,410",2010-04-30,CAT31,,2010
"3,560",2011-05-09,CAT31,,2011
"3,800",2012-05-10,CAT31,,2012
"3,910",2013-04-29,CAT31,,2013
"4,010",2014-04-22,CAT31,,2014
"4,320",2015-04-24,CAT31,,2015
"4,620",2016-04-11,CAT31,,2016
"4,630",2017-04-11,CAT31,,2017
"4,540",2018-04-10,CAT31,,2018
"4,370",2019-04-09,CAT31,,2019
"4,370",2020-04-07,CAT31,,2020
"4,370",2020-12-16,CAT31,,2020
"3,300",2021-04-01,CAT31,,2021
"4,030",2022-04-19,CAT31,,2022
"3,320",2023-04-18,CAT31,,2023
301 pour 279,2010-11-15,CATG,,2010
413 pour 386,2012-05-31,CATG,,2012
675 pour 673,2018-03-21,CATG,,2018
"0,130",2022-03-02,CATG,,2022
"0,150",2023-03-01,CATG,,2023
"1,220",1990-07-18,CBDG,,1990
"1,265",1991-07-18,CBDG,,1991
"1,342",1992-07-22,CBDG,,1992
"1,372",1993-07-22,CBDG,,1993
"1,372",1994-07-22,CBDG,,1994
"1,677",1995-07-21,CBDG,,1995
"2,439",1996-07-18,CBDG,,1996
"2,897",1997-07-17,CBDG,,1997
"3,506",1998-07-01,CBDG,,1998
"7,000",1999-07-02,CBDG,,1999
"10,000",2000-06-26,CBDG,,2000
"10,000",2001-06-18,CBDG,,2001
"10,000",2002-06-12,CBDG,,2002
"20,000",2003-06-12,CBDG,,2003
"40,000",2004-06-18,CBDG,,2004
"40,000",2005-06-17,CBDG,,2005
"48,000",2006-06-16,CBDG,,2006
"100,000",2007-06-13,CBDG,,2007
"178,000",2007-12-13,CBDG,,2007
"100,000",2008-06-11,CBDG,,2008
"100,000",2010-06-17,CBDG,,2010
"100,000",2011-06-17,CBDG,,2011
"143,000",2012-06-13,CBDG,,2012
"48,000",2013-06-17,CBDG,,2013
"48,000",2014-06-12,CBDG,,2014
"48,000",2015-06-15,CBDG,,2015
"48,000",2016-06-14,CBDG,,2016
"48,000",2017-06-12,CBDG,,2017
"180,000",2018-06-07,CBDG,,2018
"180,000",2019-06-04,CBDG,,2019
"180,000",2020-06-04,CBDG,,2020
"180,000",2021-06-10,CBDG,,2021
"180,000",2022-06-09,CBDG,,2022
"180,000",2023-06-20,CBDG,,2023
"0,040",2007-06-06,CBOT,,2007
"0,050",2008-06-10,CBOT,,2008
"0,060",2009-06-18,CBOT,,2009
"0,070",2010-06-10,CBOT,,2010
"0,080",2011-06-10,CBOT,,2011
"0,090",2012-06-12,CBOT,,2012
"0,100",2013-06-10,CBOT,,2013
"0,130",2014-06-10,CBOT,,2014
"0,150",2015-06-11,CBOT,,2015
"0,170",2016-06-10,CBOT,,2016
"0,190",2017-06-14,CBOT,,2017
"0,210",2018-06-08,CBOT,,2018
"0,220",2019-06-10,CBOT,,2019
"0,230",2020-06-08,CBOT,,2020
"0,230",2021-06-14,CBOT,,2021
"0,240",2022-06-14,CBOT,,2022
"0,240",2023-06-13,CBOT,,2023
25 pour 1,2006-02-24,CBSM,,2006
98163 pour 89239,2007-07-24,CBSM,,2007
230 pour 229,2008-06-02,CBSM,,2008
"0,050",2015-01-13,CBSM,,2015
"0,080",2016-01-08,CBSM,,2016
"0,100",2017-01-09,CBSM,,2017
"0,100",2018-01-10,CBSM,,2018
"0,100",2019-01-08,CBSM,,2019
"0,150",2023-01-13,CBSM,,2023
"2,200",2003-05-02,CCN,,2003
"3,750",2004-06-01,CCN,,2004
"2,710",2005-06-01,CCN,,2005
"2,870",2006-05-22,CCN,,2006
"4,250",2007-06-01,CCN,,2007
"4,630",2008-05-28,CCN,,2008
"4,510",2009-06-02,CCN,,2009
"4,470",2010-05-28,CCN,,2010
"4,970",2011-05-27,CCN,,2011
"5,080",2012-05-29,CCN,,2012
"4,970",2013-05-29,CCN,,2013
"5,110",2014-05-27,CCN,,2014
"5,330",2015-05-26,CCN,,2015
"5,490",2016-05-25,CCN,,2016
"5,490",2017-05-19,CCN,,2017
"5,140",2018-05-18,CCN,,2018
"5,110",2019-05-17,CCN,,2019
"4,520",2020-05-11,CCN,,2020
"4,520",2020-12-16,CCN,,2020
"3,580",2021-05-10,CCN,,2021
"3,580",2021-05-12,CCN,,2021
"4,060",2022-05-16,CCN,,2022
"4,100",2023-05-15,CCN,,2023
"0,236",1995-12-15,CDA,,1995
"0,248",1996-12-12,CDA,,1996
"0,259",1997-12-12,CDA,,1997
803 pour 768,1997-12-12,CDA,,1997
"0,296",1998-12-15,CDA,,1998
"0,324",1999-12-15,CDA,,1999
"0,421",2000-12-15,CDA,,2000
"0,485",2001-12-14,CDA,,2001
"2,300",2002-06-07,CDA,,2002
1115 pour 1114,2002-10-25,CDA,,2002
"0,518",2002-12-13,CDA,,2002
"2,300",2003-06-06,CDA,,2003
"0,259",2003-10-20,CDA,,2003
"0,292",2004-03-15,CDA,,2004
"2,400",2004-06-04,CDA,,2004
"0,259",2004-12-15,CDA,,2004
"0,292",2005-02-28,CDA,,2005
"2,520",2005-06-03,CDA,,2005
"0,551",2006-02-24,CDA,,2006
"2,720",2006-06-02,CDA,,2006
1667 pour 1626,2006-07-03,CDA,,2006
"0,332",2006-12-20,CDA,,2006
"0,299",2007-03-01,CDA,,2007
2 pour 1,2007-05-25,CDA,,2007
"3,000",2007-06-01,CDA,,2007
"0,266",2007-12-21,CDA,,2007
"0,299",2008-02-25,CDA,,2008
"3,450",2008-06-11,CDA,,2008
"0,664",2009-03-27,CDA,,2009
"0,664",2010-03-26,CDA,,2010
943 pour 883,2010-06-28,CDA,,2010
"0,709",2011-03-21,CDA,,2011
"0,603",2012-03-19,CDA,,2012
"0,497",2013-03-18,CDA,,2013
"0,248",2015-03-17,CDA,,2015
"0,284",2016-03-15,CDA,,2016
"0,284",2017-03-14,CDA,,2017
"0,355",2018-03-13,CDA,,2018
"0,461",2019-03-12,CDA,,2019
"0,497",2020-03-10,CDA,,2020
898 pour 637,2021-06-10,CDA,,2021
"0,830",2023-03-14,CDA,,2023
"0,170",1992-11-03,CDI,,1992
"0,115",1993-06-30,CDI,,1993
"0,170",1993-11-03,CDI,,1993
"0,136",1994-06-30,CDI,,1994
"0,170",1994-12-01,CDI,,1994
"0,272",1995-06-30,CDI,,1995
"0,187",1995-12-04,CDI,,1995
"0,299",1996-06-20,CDI,,1996
"0,197",1996-12-02,CDI,,1996
"0,319",1997-06-20,CDI,,1997
"0,214",1997-12-01,CDI,,1997
"0,350",1998-06-22,CDI,,1998
"0,214",1998-12-01,CDI,,1998
"0,352",1999-06-01,CDI,,1999
"0,223",1999-12-01,CDI,,1999
"0,401",2000-06-05,CDI,,2000
4 pour 1,2000-07-03,CDI,,2000
"0,249",2000-12-01,CDI,,2000
"0,445",2001-06-05,CDI,,2001
"0,249",2001-12-04,CDI,,2001
"0,445",2002-06-04,CDI,,2002
"0,249",2002-12-03,CDI,,2002
"0,481",2003-05-28,CDI,,2003
"0,249",2003-12-04,CDI,,2003
"0,526",2004-05-19,CDI,,2004
"0,285",2004-12-02,CDI,,2004
"0,579",2005-05-18,CDI,,2005
"0,285",2005-12-02,CDI,,2005
"1,160",2005-12-31,CDI,Interim,2005
"0,748",2006-05-18,CDI,,2006
"0,339",2006-12-01,CDI,,2006
"1,410",2006-12-31,CDI,Final,2006
"0,918",2007-05-15,CDI,,2007
"0,392",2007-11-28,CDI,,2007
"1,610",2007-12-31,CDI,Final,2007
"1,042",2008-05-20,CDI,,2008
"0,392",2008-11-27,CDI,,2008
"1,610",2008-12-31,CDI,Final,2008
"1,042",2009-05-20,CDI,,2009
"0,392",2009-11-27,CDI,,2009
"1,087",2010-05-20,CDI,Interim,2010
"0,784",2010-11-29,CDI,Final,2010
"1,096",2011-05-20,CDI,Interim,2011
"0,873",2011-11-29,CDI,Final,2011
"1,452",2012-04-20,CDI,,2012
"0,980",2012-11-29,CDI,Interim,2012
"0,980",2013-04-22,CDI,Final,2013
"1,604",2013-11-28,CDI,Interim,2013
"1,069",2014-04-14,CDI,Final,2014
"1,693",2014-12-11,CDI,Interim,2014
"1,250",2015-04-21,CDI,Final,2015
"1,950",2015-12-11,CDI,Interim,2015
"1,350",2016-04-19,CDI,Final,2016
"2,200",2016-12-09,CDI,Interim,2016
"1,400",2017-04-19,CDI,Final,2017
"1,600",2017-12-05,CDI,Interim,2017
"3,400",2018-04-17,CDI,Final,2018
"2,000",2018-12-04,CDI,Interim,2018
"4,000",2019-04-25,CDI,Final,2019
"2,200",2019-12-06,CDI,Interim,2019
"2,600",2020-07-07,CDI,Final,2020
"2,000",2020-12-01,CDI,Interim,2020
"4,000",2021-04-20,CDI,Final,2021
"3,000",2021-11-30,CDI,Interim,2021
"7,000",2022-04-26,CDI,Final,2022
"5,000",2022-12-01,CDI,Interim,2022
"7,000",2023-04-25,CDI,Final,2023
"5,500",2023-12-04,CDI,Interim,2023
"0,088",1999-09-15,CEN,,1999
"0,122",2000-09-15,CEN,,2000
5 pour 1,2001-03-12,CEN,,2001
"0,168",2001-09-14,CEN,,2001
"0,140",2002-09-16,CEN,,2002
"0,080",2003-09-15,CEN,,2003
"0,110",2004-09-15,CEN,,2004
"0,160",2005-09-15,CEN,,2005
"0,200",2006-09-15,CEN,,2006
"0,250",2007-09-17,CEN,,2007
"0,300",2008-09-10,CEN,,2008
"0,200",2009-09-10,CEN,,2009
"0,200",2010-09-10,CEN,,2010
"0,250",2011-09-12,CEN,,2011
"0,220",2012-06-26,CEN,,2012
"0,230",2013-06-25,CEN,,2013
"0,220",2014-06-25,CEN,,2014
"0,310",2015-06-25,CEN,,2015
"0,400",2016-06-28,CEN,,2016
"0,400",2017-06-28,CEN,,2017
"4,400",2018-06-27,CEN,,2018
"1,000",2019-06-26,CEN,,2019
"0,500",2021-07-05,CEN,,2021
"1,000",2022-07-05,CEN,,2022
"3,500",2023-07-05,CEN,,2023
"0,711",1992-07-10,CGG,,1992
"1,423",1993-06-11,CGG,,1993
1051 pour 1024,1996-05-20,CGG,,1996
827 pour 740,1999-11-11,CGG,,1999
791 pour 732,2005-11-21,CGG,,2005
5 pour 1,2008-06-03,CGG,,2008
"0,850",2008-06-04,CGG,,2008
890 pour 849,2012-09-28,CGG,,2012
136 pour 67,2016-01-14,CGG,,2016
1 pour 32,2016-07-20,CGG,,2016
1377 pour 662,2018-01-18,CGG,,2018
"1,450",2000-05-26,CIV,,2000
"1,600",2001-05-28,CIV,,2001
"1,750",2002-05-28,CIV,,2002
"1,850",2003-05-28,CIV,,2003
"3,195",2004-05-28,CIV,,2004
"2,350",2005-05-25,CIV,,2005
"2,550",2006-05-24,CIV,,2006
"2,770",2007-05-25,CIV,,2007
"3,040",2008-05-21,CIV,,2008
"2,920",2009-05-21,CIV,,2009
"3,060",2010-05-21,CIV,,2010
"3,300",2011-05-23,CIV,,2011
"3,310",2012-05-22,CIV,,2012
"2,650",2013-05-21,CIV,,2013
"2,780",2014-05-20,CIV,,2014
"2,970",2015-05-20,CIV,,2015
"3,000",2016-05-18,CIV,,2016
"3,000",2017-05-17,CIV,,2017
"3,040",2018-05-16,CIV,,2018
"3,260",2019-05-15,CIV,,2019
"1,880",2021-05-12,CIV,,2021
"1,880",2021-05-17,CIV,,2021
"2,170",2022-05-11,CIV,,2022
"2,390",2023-05-11,CIV,,2023
320 pour 289,2000-02-16,CLARI,,2000
6 pour 1,2001-07-31,CLARI,,2001
"0,323",2007-06-22,CLARI,,2007
"0,499",2008-06-20,CLARI,,2008
"0,554",2009-07-02,CLARI,,2009
"0,554",2010-06-23,CLARI,,2010
"0,554",2011-06-30,CLARI,,2011
"0,554",2012-06-28,CLARI,,2012
"0,600",2013-06-25,CLARI,Final,2013
"0,554",2013-06-27,CLARI,,2013
"0,300",2014-07-01,CLARI,Final,2014
"0,554",2014-07-03,CLARI,Spécial,2014
"0,554",2015-07-01,CLARI,Final,2015
"0,554",2016-06-29,CLARI,Final,2016
"0,554",2017-06-28,CLARI,Final,2017
"0,554",2018-06-21,CLARI,Final,2018
"0,554",2019-06-11,CLARI,Final,2019
943 pour 871,2020-10-12,CLARI,,2020
"0,300",2021-06-04,CLARI,Final,2021
"0,350",2022-06-28,CLARI,Final,2022
"0,250",2023-06-21,CLARI,Final,2023
"1,400",2000-06-07,CMO,,2000
"1,510",2001-06-06,CMO,,2001
"1,550",2002-06-03,CMO,,2002
"1,740",2003-06-02,CMO,,2003
"3,170",2004-06-01,CMO,,2004
"2,320",2005-06-01,CMO,,2005
"2,580",2006-06-01,CMO,,2006
"2,910",2007-06-01,CMO,,2007
"3,210",2008-05-28,CMO,,2008
"2,560",2009-05-28,CMO,,2009
"2,580",2010-05-27,CMO,,2010
"2,580",2011-05-27,CMO,,2011
"3,020",2012-05-29,CMO,,2012
"2,470",2013-05-29,CMO,,2013
"2,300",2014-05-28,CMO,,2014
"2,380",2015-05-28,CMO,,2015
"1,890",2016-05-30,CMO,,2016
"1,890",2017-05-30,CMO,,2017
"2,070",2018-05-30,CMO,,2018
"2,180",2019-05-30,CMO,,2019
"2,390",2020-05-29,CMO,,2020
"2,700",2021-05-28,CMO,,2021
"2,720",2022-05-30,CMO,,2022
"2,940",2023-05-30,CMO,,2023
"0,480",2015-05-27,COFA,Final,2015
"0,480",2016-05-25,COFA,Final,2016
"0,070",2017-05-22,COFA,Final,2017
"0,340",2018-05-24,COFA,Final,2018
"0,790",2019-05-22,COFA,Final,2019
"0,550",2021-05-19,COFA,Final,2021
"1,500",2022-05-20,COFA,Final,2022
"1,520",2023-05-22,COFA,Final,2023
"5,488",2001-06-11,COUR,,2001
"3,200",2002-06-17,COUR,,2002
"7,400",2003-05-28,COUR,,2003
"6,600",2004-05-24,COUR,,2004
"3,500",2005-05-26,COUR,,2005
"3,500",2006-05-19,COUR,,2006
"3,500",2007-05-23,COUR,,2007
"5,000",2008-05-19,COUR,,2008
"3,500",2009-05-21,COUR,,2009
"4,200",2010-05-25,COUR,,2010
"4,200",2011-05-25,COUR,,2011
"4,200",2012-05-30,COUR,,2012
"4,200",2013-05-23,COUR,,2013
"3,500",2014-05-22,COUR,,2014
"2,100",2015-06-01,COUR,,2015
"4,200",2016-06-03,COUR,,2016
"2,000",2017-05-19,COUR,,2017
"2,000",2018-06-01,COUR,,2018
"1,150",2019-05-24,COUR,,2019
"2,750",2023-05-30,COUR,,2023
"1,780",2000-06-19,CRAP,,2000
"2,000",2001-04-19,CRAP,,2001
"3,000",2002-05-02,CRAP,,2002
"2,500",2003-04-15,CRAP,,2003
"2,800",2004-04-14,CRAP,,2004
"3,100",2005-04-11,CRAP,,2005
"3,350",2006-04-11,CRAP,,2006
"4,200",2007-04-11,CRAP,,2007
"4,500",2008-04-07,CRAP,,2008
"4,200",2009-04-07,CRAP,,2009
"2,210",2010-04-13,CRAP,,2010
"2,640",2011-04-06,CRAP,,2011
"2,900",2012-04-04,CRAP,,2012
"3,230",2013-04-11,CRAP,,2013
"3,330",2014-04-17,CRAP,,2014
"3,290",2015-04-20,CRAP,,2015
"3,320",2016-04-25,CRAP,,2016
"3,320",2017-04-24,CRAP,,2017
"3,460",2018-04-23,CRAP,,2018
"3,750",2019-04-23,CRAP,,2019
"3,750",2020-04-29,CRAP,,2020
"1,630",2021-04-22,CRAP,,2021
"3,310",2022-04-22,CRAP,,2022
"4,070",2023-04-25,CRAP,,2023
"2,440",2003-05-20,CRAV,,2003
"4,310",2004-05-25,CRAV,,2004
"2,760",2005-05-20,CRAV,,2005
"3,150",2006-05-22,CRAV,,2006
"3,450",2007-05-25,CRAV,,2007
"3,960",2008-05-21,CRAV,,2008
"3,960",2008-05-26,CRAV,,2008
"3,530",2009-05-20,CRAV,,2009
"4,500",2010-05-20,CRAV,,2010
"4,500",2011-05-18,CRAV,,2011
"4,420",2012-05-16,CRAV,,2012
"4,460",2013-05-16,CRAV,,2013
"4,510",2014-05-14,CRAV,,2014
"4,590",2015-05-14,CRAV,,2015
"4,460",2016-05-13,CRAV,,2016
"4,460",2017-05-11,CRAV,,2017
"4,300",2018-05-10,CRAV,,2018
"4,190",2019-05-09,CRAV,,2019
"3,950",2020-12-16,CRAV,,2020
"3,120",2021-05-13,CRAV,,2021
"3,880",2022-05-12,CRAV,,2022
"4,020",2023-05-12,CRAV,,2023
"0,550",2006-04-05,CRBP2,,2006
"0,600",2007-04-17,CRBP2,,2007
3 pour 1,2007-06-13,CRBP2,,2007
"1,100",2008-04-09,CRBP2,,2008
"1,110",2009-04-21,CRBP2,,2009
"1,160",2010-04-19,CRBP2,,2010
"1,160",2011-04-19,CRBP2,,2011
"1,330",2012-04-11,CRBP2,,2012
"1,380",2013-04-17,CRBP2,,2013
"1,450",2014-04-14,CRBP2,,2014
"1,470",2015-04-13,CRBP2,,2015
"1,500",2016-04-18,CRBP2,,2016
"1,500",2017-05-03,CRBP2,,2017
"1,150",2018-05-02,CRBP2,,2018
"1,150",2019-05-02,CRBP2,,2019
"1,150",2020-12-16,CRBP2,,2020
"0,790",2021-05-04,CRBP2,,2021
"1,000",2022-05-06,CRBP2,,2022
"1,020",2023-04-05,CRBP2,,2023
"0,241",1990-06-26,CRI,,1990
"0,252",1991-06-18,CRI,,1991
657 pour 629,1991-06-18,CRI,,1991
"0,258",1992-05-25,CRI,,1992
282 pour 275,1992-05-25,CRI,,1992
"0,258",1993-06-25,CRI,,1993
"0,129",1994-06-27,CRI,,1994
98163 pour 89239,1995-04-03,CRI,,1995
"0,142",1995-06-21,CRI,,1995
"0,142",1996-06-20,CRI,,1996
"0,356",1997-06-25,CRI,,1997
"0,483",1998-06-25,CRI,,1998
"0,480",1999-07-15,CRI,,1999
"0,711",2000-06-22,CRI,,2000
"0,710",2001-07-20,CRI,,2001
"1,000",2002-06-03,CRI,,2002
3 pour 1,2002-06-04,CRI,,2002
"1,000",2003-06-03,CRI,,2003
"1,000",2004-07-30,CRI,,2004
"1,200",2005-06-09,CRI,,2005
"0,650",2007-06-07,CRI,,2007
"0,650",2008-06-03,CRI,,2008
"0,200",2015-05-27,CRI,,2015
"0,300",2016-05-17,CRI,,2016
"0,200",2016-09-19,CRI,,2016
"0,350",2017-05-03,CRI,,2017
"0,250",2017-09-13,CRI,,2017
"0,350",2018-04-26,CRI,,2018
"0,300",2018-09-12,CRI,,2018
"0,370",2019-05-10,CRI,,2019
"0,200",2019-09-18,CRI,,2019
"0,200",2020-05-04,CRI,,2020
"0,280",2020-09-16,CRI,,2020
"1,040",2021-04-13,CRI,,2021
"0,480",2021-09-15,CRI,,2021
"0,760",2022-04-12,CRI,,2022
"0,220",2022-09-14,CRI,,2022
"0,540",2023-05-02,CRI,,2023
"2,000",2001-05-02,CRLA,,2001
"2,450",2002-05-02,CRLA,,2002
"2,710",2003-05-02,CRLA,,2003
"4,575",2004-05-10,CRLA,,2004
"3,440",2005-05-10,CRLA,,2005
"3,550",2006-04-13,CRLA,,2006
"4,190",2007-04-03,CRLA,,2007
"2,220",2008-04-09,CRLA,,2008
"2,240",2009-04-08,CRLA,,2009
"2,370",2010-04-12,CRLA,,2010
"2,530",2011-04-12,CRLA,,2011
"2,610",2012-04-11,CRLA,,2012
"2,610",2012-04-23,CRLA,,2012
"2,460",2013-04-15,CRLA,,2013
"2,340",2014-04-10,CRLA,,2014
"2,300",2015-04-13,CRLA,,2015
"2,340",2016-04-13,CRLA,,2016
"2,390",2017-04-11,CRLA,,2017
"2,460",2018-04-11,CRLA,,2018
"2,520",2019-04-16,CRLA,,2019
"2,550",2021-04-13,CRLA,,2021
"2,690",2022-04-19,CRLA,,2022
"2,780",2023-04-18,CRLA,,2023
"2,500",2006-07-03,CROS,,2006
"0,380",2021-09-17,CROS,,2021
"0,100",2022-06-24,CROS,,2022
"0,110",2023-03-06,CROS,,2023
"0,115",1990-05-02,CS,,1990
"0,124",1991-01-07,CS,,1991
895 pour 874,1991-01-07,CS,,1991
11 pour 10,1991-07-01,CS,,1991
"0,146",1992-06-11,CS,,1992
917 pour 895,1992-06-11,CS,,1992
"0,153",1993-06-14,CS,,1993
5 pour 1,1994-06-10,CS,,1994
"0,166",1994-06-13,CS,,1994
"0,187",1995-05-19,CS,,1995
470 pour 459,1995-05-19,CS,,1995
1053 pour 1021,1996-01-26,CS,,1996
"0,234",1996-05-13,CS,,1996
551 pour 538,1996-05-13,CS,,1996
"0,270",1997-05-14,CS,,1997
"0,324",1998-05-11,CS,,1998
"0,401",1999-05-10,CS,,1999
"0,472",2000-05-09,CS,,2000
3418 pour 3367,2000-05-11,CS,,2000
"0,527",2001-05-14,CS,,2001
4 pour 1,2001-05-16,CS,,2001
"0,537",2002-05-14,CS,,2002
"0,326",2003-05-07,CS,,2003
"0,364",2004-05-03,CS,,2004
"0,585",2005-04-28,CS,,2005
"0,843",2006-05-12,CS,,2006
3563 pour 3495,2006-06-19,CS,,2006
"1,036",2007-05-21,CS,,2007
"1,172",2008-04-24,CS,,2008
"0,391",2009-05-07,CS,,2009
1309 pour 1279,2009-11-10,CS,,2009
"0,550",2010-05-03,CS,,2010
"0,690",2011-04-29,CS,,2011
"0,690",2012-05-04,CS,,2012
"0,720",2013-05-09,CS,Final,2013
"0,810",2014-05-02,CS,Final,2014
"0,950",2015-05-11,CS,Final,2015
"1,100",2016-05-06,CS,Final,2016
"1,160",2017-05-05,CS,Final,2017
"1,260",2018-05-03,CS,Final,2018
"1,340",2019-05-02,CS,Final,2019
"0,730",2020-07-07,CS,Final,2020
"1,430",2021-05-07,CS,Final,2021
"1,540",2022-05-06,CS,Final,2022
"1,700",2023-05-08,CS,Final,2023
"0,043",1995-07-13,DBG,,1995
"0,063",1996-07-10,DBG,,1996
"0,072",1997-06-20,DBG,,1997
"0,106",1998-07-06,DBG,,1998
"0,106",1999-06-23,DBG,,1999
"0,190",2000-06-15,DBG,,2000
10 pour 1,2000-09-18,DBG,,2000
"0,204",2001-06-20,DBG,,2001
2749 pour 2005,2005-05-19,DBG,,2005
"0,090",2008-03-14,DBG,,2008
"0,080",2009-03-31,DBG,,2009
"0,090",2012-02-13,DBG,,2012
"0,060",2014-02-25,DBG,Final,2014
"0,050",2016-02-16,DBG,Final,2016
"0,020",2017-02-06,DBG,Final,2017
"0,140",2018-02-13,DBG,Final,2018
"0,140",2019-02-12,DBG,Final,2019
"0,110",2020-02-07,DBG,Final,2020
"0,320",2022-02-04,DBG,Final,2022
"0,320",2023-02-14,DBG,Final,2023
"0,400",2006-05-31,DEC,Interim,2006
"0,400",2006-06-12,DEC,,2006
"0,420",2007-05-31,DEC,Final,2007
"0,420",2007-06-11,DEC,,2007
"0,440",2008-05-31,DEC,Final,2008
"0,440",2012-05-17,DEC,,2012
"0,440",2013-05-17,DEC,Final,2013
"0,480",2014-05-16,DEC,Final,2014
"0,500",2015-05-18,DEC,Final,2015
"0,560",2016-05-24,DEC,Final,2016
"0,560",2017-05-16,DEC,Final,2017
"0,560",2018-05-22,DEC,Final,2018
"0,580",2019-05-21,DEC,Final,2019
"1,000",2020-09-03,DEC,,2020
"2,000",2020-11-26,DEC,,2020
"3,000",2021-03-04,DEC,,2021
"1,000",2021-09-02,DEC,,2021
"2,000",2021-11-25,DEC,,2021
"3,000",2022-03-03,DEC,,2022
"0,176",1992-06-25,DG,,1992
43 pour 42,1992-06-25,DG,,1992
"0,176",1993-06-28,DG,,1993
299 pour 290,1994-03-16,DG,,1994
"0,181",1994-06-27,DG,,1994
33 pour 32,1995-06-26,DG,,1995
"0,187",1995-06-27,DG,,1995
"0,149",1998-07-06,DG,,1998
"0,343",1999-06-14,DG,,1999
"0,392",2000-06-27,DG,,2000
"0,404",2001-06-27,DG,,2001
"0,416",2002-06-27,DG,,2002
"0,037",2002-11-18,DG,,2002
"0,441",2003-06-27,DG,,2003
"0,044",2003-11-24,DG,,2003
"0,578",2004-05-11,DG,,2004
"0,098",2004-11-22,DG,,2004
"0,294",2004-12-21,DG,,2004
"0,563",2005-05-06,DG,,2005
2 pour 1,2005-05-13,DG,,2005
"0,236",2005-11-21,DG,,2005
"0,343",2005-12-20,DG,,2005
1113 pour 1090,2006-03-30,DG,,2006
"0,650",2006-05-18,DG,,2006
"0,290",2006-11-20,DG,,2006
"0,425",2006-12-21,DG,,2006
"0,900",2007-05-14,DG,,2007
2 pour 1,2007-05-17,DG,,2007
"0,470",2007-12-17,DG,,2007
"1,050",2008-05-23,DG,,2008
"0,520",2008-12-15,DG,,2008
"1,100",2009-05-22,DG,,2009
"0,520",2009-12-14,DG,,2009
"1,100",2010-05-14,DG,,2010
"0,520",2010-12-13,DG,,2010
"1,150",2011-06-06,DG,,2011
"0,550",2011-12-12,DG,,2011
"1,220",2012-05-21,DG,,2012
"0,550",2012-11-12,DG,Interim,2012
"1,220",2013-04-19,DG,Final,2013
"0,550",2013-11-11,DG,Interim,2013
"1,220",2014-04-25,DG,Final,2014
"0,550",2014-11-11,DG,Interim,2014
"1,220",2015-04-27,DG,Final,2015
"0,570",2015-11-10,DG,Interim,2015
"1,270",2016-04-26,DG,Final,2016
"0,630",2016-11-08,DG,Interim,2016
"1,470",2017-04-25,DG,Final,2017
"0,690",2017-11-07,DG,Interim,2017
"1,760",2018-04-24,DG,Final,2018
"0,750",2018-11-06,DG,Interim,2018
"1,920",2019-04-23,DG,Final,2019
"0,790",2019-11-05,DG,Interim,2019
"1,250",2020-04-21,DG,,2020
"1,250",2020-06-23,DG,Final,2020
"2,040",2021-04-20,DG,Final,2021
"0,650",2021-11-16,DG,Interim,2021
"2,250",2022-04-26,DG,Final,2022
"1,000",2022-11-15,DG,Interim,2022
"3,000",2023-04-25,DG,Final,2023
"1,050",2023-11-14,DG,Interim,2023
"0,012",1995-07-10,DIM,,1995
301 pour 292,1996-01-29,DIM,,1996
"0,012",1996-07-10,DIM,,1996
11 pour 10,1997-05-05,DIM,,1997
"0,015",1998-07-10,DIM,,1998
"0,011",2000-07-10,DIM,,2000
"0,013",2001-07-10,DIM,,2001
98163 pour 89239,2001-07-11,DIM,,2001
"0,017",2002-07-10,DIM,,2002
98163 pour 89239,2002-07-12,DIM,,2002
"0,018",2003-07-10,DIM,,2003
98163 pour 89239,2003-07-15,DIM,,2003
"0,020",2004-07-09,DIM,,2004
98163 pour 89239,2004-07-13,DIM,,2004
5 pour 1,2005-06-16,DIM,,2005
"0,023",2005-07-12,DIM,,2005
"0,032",2006-07-07,DIM,,2006
"0,032",2007-05-30,DIM,,2007
"0,050",2008-04-25,DIM,,2008
"0,050",2009-04-27,DIM,,2009
"0,100",2010-04-27,DIM,,2010
"0,150",2011-04-26,DIM,,2011
"0,167",2012-04-17,DIM,,2012
"0,183",2013-04-16,DIM,Final,2013
"0,200",2014-04-10,DIM,Final,2014
"0,217",2015-04-10,DIM,Final,2015
"0,333",2016-04-13,DIM,Final,2016
6 pour 1,2016-05-06,DIM,,2016
"0,420",2017-04-07,DIM,Final,2017
