AMOUNT,DATE,TICKER,TYPE,YEAR
"0,015",2000-07-26,ABCA,,2000
10 pour 1,2000-07-26,ABCA,,2000
"0,100",2001-02-13,ABCA,,2001
"0,130",2001-07-10,ABCA,,2001
"0,230",2002-07-25,ABCA,,2002
"0,500",2003-07-08,ABCA,,2003
"0,230",2003-12-09,ABCA,,2003
"0,450",2004-05-20,ABCA,,2004
"0,450",2004-09-07,ABCA,,2004
"0,750",2004-11-16,ABCA,,2004
"0,100",2005-06-23,ABCA,,2005
"0,100",2005-12-01,ABCA,,2005
"0,100",2006-07-07,ABCA,,2006
"0,130",2006-11-16,ABCA,,2006
"0,200",2007-07-03,ABCA,,2007
"0,170",2007-11-13,ABCA,,2007
"0,260",2008-06-27,ABCA,,2008
"0,200",2008-11-14,ABCA,,2008
"0,550",2009-06-11,ABCA,,2009
"0,200",2009-11-20,ABCA,,2009
"0,550",2010-06-24,ABCA,,2010
"0,200",2010-11-23,ABCA,,2010
"0,350",2011-06-10,ABCA,,2011
"0,200",2011-11-22,ABCA,,2011
"0,350",2012-06-08,ABCA,,2012
"0,200",2012-11-23,ABCA,,2012
"0,270",2013-06-07,ABCA,,2013
"0,149",2013-12-09,ABCA,,2013
"0,200",2014-07-04,ABCA,,2014
"0,200",2014-11-18,ABCA,,2014
"0,200",2015-07-01,ABCA,,2015
"0,200",2015-12-17,ABCA,,2015
"0,071",2016-07-01,ABCA,,2016
"0,200",2016-11-17,ABCA,,2016
"0,040",2017-07-20,ABCA,,2017
"0,200",2017-11-23,ABCA,,2017
"0,200",2018-07-24,ABCA,,2018
"0,200",2018-11-27,ABCA,,2018
"0,230",2019-07-09,ABCA,,2019
"0,100",2019-10-08,ABCA,,2019
"0,100",2019-12-10,ABCA,,2019
"0,100",2020-04-23,ABCA,,2020
"0,030",2020-07-07,ABCA,,2020
"0,100",2020-10-06,ABCA,,2020
"0,100",2020-12-08,ABCA,,2020
"0,100",2021-04-13,ABCA,,2021
"0,180",2021-07-13,ABCA,,2021
"0,100",2021-10-12,ABCA,,2021
"0,100",2021-12-07,ABCA,,2021
"0,100",2022-04-20,ABCA,,2022
"0,100",2022-07-05,ABCA,,2022
"0,100",2022-10-11,ABCA,,2022
"0,100",2022-12-06,ABCA,,2022
"0,100",2023-04-18,ABCA,,2023
"0,110",2023-07-04,ABCA,,2023
"0,100",2023-10-10,ABCA,,2023
"0,100",2023-12-05,ABCA,,2023
"0,470",2017-07-27,ABEO,,2017
399 pour 391,2018-01-29,ABEO,,2018
"0,310",2018-07-27,ABEO,,2018
"0,320",2019-07-29,ABEO,,2019
"0,400",2022-07-22,ABEO,,2022
"0,330",2023-07-27,ABEO,,2023
"0,237",1990-07-02,AC,,1990
1743 pour 1718,1990-07-02,AC,,1990
"0,291",1991-06-03,AC,,1991
241 pour 236,1991-06-03,AC,,1991
"0,317",1992-06-01,AC,,1992
361 pour 353,1992-06-01,AC,,1992
"0,357",1993-06-09,AC,,1993
"0,357",1994-06-06,AC,,1994
"0,357",1995-06-21,AC,,1995
"0,396",1996-06-14,AC,,1996
"0,396",1997-06-13,AC,,1997
"0,456",1998-06-15,AC,,1998
"0,520",1999-06-14,AC,,1999
5 pour 1,1999-12-22,AC,,1999
"0,585",2000-06-14,AC,,2000
"0,650",2001-06-14,AC,,2001
"0,682",2002-06-03,AC,,2002
"0,682",2003-06-02,AC,,2003
"0,682",2004-05-17,AC,,2004
"0,682",2005-05-17,AC,,2005
"0,747",2006-05-17,AC,,2006
"0,942",2007-05-16,AC,,2007
"1,072",2008-05-15,AC,,2008
"1,072",2009-05-20,AC,,2009
"1,050",2010-07-02,AC,,2010
"0,620",2011-06-01,AC,,2011
"0,650",2012-06-11,AC,,2012
"0,760",2013-05-03,AC,Final,2013
"0,800",2014-05-09,AC,Final,2014
"0,950",2015-05-06,AC,Final,2015
"1,000",2016-04-27,AC,Final,2016
"1,050",2017-05-12,AC,Final,2017
"1,050",2018-05-11,AC,Final,2018
"1,050",2019-05-10,AC,Final,2019
"1,050",2023-05-23,AC,Final,2023
"0,496",2002-06-03,ACA,,2002
"0,496",2003-06-19,ACA,,2003
1713 pour 1700,2003-10-27,ACA,,2003
"0,499",2004-05-28,ACA,,2004
"0,272",2004-12-16,ACA,,2004
"0,327",2005-05-27,ACA,,2005
"0,853",2006-05-29,ACA,,2006
62 pour 61,2007-01-04,ACA,,2007
"1,061",2007-05-29,ACA,,2007
"1,107",2008-05-27,ACA,,2008
945 pour 872,2008-06-06,ACA,,2008
"0,450",2009-05-27,ACA,,2009
"0,450",2010-05-27,ACA,,2010
"0,450",2011-05-26,ACA,,2011
"0,350",2014-05-28,ACA,Final,2014
"0,350",2015-05-28,ACA,Final,2015
"0,600",2016-05-27,ACA,Final,2016
"0,600",2017-05-29,ACA,Final,2017
"0,630",2018-05-22,ACA,Final,2018
"0,690",2019-05-24,ACA,Final,2019
"0,800",2021-05-18,ACA,Final,2021
"1,050",2022-05-30,ACA,Final,2022
"1,050",2023-05-30,ACA,Final,2023
"0,002",1990-07-16,ACAN,,1990
"0,002",1991-07-17,ACAN,,1991
"0,002",1992-07-10,ACAN,,1992
10 pour 1,1999-08-04,ACAN,,1999
"0,012",2000-08-14,ACAN,,2000
10 pour 1,2001-05-25,ACAN,,2001
"0,026",2001-06-29,ACAN,,2001
"0,026",2002-06-24,ACAN,,2002
"0,083",2003-09-01,ACAN,,2003
149 pour 138,2003-09-01,ACAN,,2003
"0,025",2004-06-30,ACAN,,2004
"0,008",2004-12-22,ACAN,,2004
"0,070",2005-06-06,ACAN,,2005
16 pour 15,2005-11-14,ACAN,,2005
"0,040",2006-07-31,ACAN,,2006
"0,080",2006-11-17,ACAN,,2006
"0,043",2007-03-23,ACAN,,2007
"0,035",2007-05-28,ACAN,,2007
"0,054",2008-06-05,ACAN,,2008
"0,051",2008-07-03,ACAN,,2008
"0,011",2009-06-23,ACAN,,2009
"0,040",2010-08-20,ACAN,,2010
"0,038",2011-05-26,ACAN,,2011
"0,089",2011-08-30,ACAN,,2011
"0,090",2012-08-28,ACAN,,2012
"0,060",2013-08-27,ACAN,,2013
"0,030",2014-08-25,ACAN,,2014
"0,270",2015-08-17,ACAN,,2015
"0,120",2016-07-13,ACAN,,2016
"0,300",2016-11-23,ACAN,,2016
"0,100",2017-11-03,ACAN,,2017
"0,300",2018-02-08,ACAN,,2018
"0,009",2019-09-26,ACAN,,2019
"0,050",2023-09-13,ACAN,,2023
"0,100",2023-10-19,ACAN,,2023
"0,940",2007-06-12,ADP,,2007
"1,630",2008-06-06,ADP,,2008
"1,380",2009-06-08,ADP,,2009
"1,370",2010-06-07,ADP,,2010
"1,520",2011-05-16,ADP,,2011
"1,760",2012-05-15,ADP,,2012
"2,070",2013-05-27,ADP,Final,2013
"1,850",2014-05-23,ADP,Final,2014
"2,440",2015-05-28,ADP,Final,2015
"0,700",2015-12-08,ADP,Interim,2015
"1,910",2016-05-31,ADP,Final,2016
"0,700",2016-12-07,ADP,Interim,2016
"1,940",2017-06-07,ADP,Final,2017
"0,700",2017-12-06,ADP,Interim,2017
"2,760",2018-06-06,ADP,Final,2018
"0,700",2018-12-06,ADP,Interim,2018
"3,000",2019-06-07,ADP,Final,2019
"0,700",2019-12-06,ADP,Interim,2019
"3,130",2023-06-05,ADP,Final,2023
"1,499",1990-06-28,AF,,1990
"0,277",1992-07-06,AF,,1992
"0,071",2000-09-29,AF,,2000
"0,111",2001-09-24,AF,,2001
"0,050",2002-10-04,AF,,2002
"0,030",2003-07-25,AF,,2003
"9,018",2004-07-22,AF,,2004
"0,038",2004-09-27,AF,,2004
"31,895",2005-07-18,AF,,2005
"0,076",2005-07-19,AF,,2005
"0,151",2006-07-18,AF,,2006
"0,242",2007-07-18,AF,,2007
"0,293",2008-07-14,AF,,2008
1 pour 10,2023-08-31,AF,,2023
"0,207",1990-06-11,AI,,1990
98163 pour 89239,1990-09-10,AI,,1990
"0,228",1991-06-03,AI,,1991
"0,245",1992-06-01,AI,,1992
11 pour 10,1992-09-07,AI,,1992
"0,270",1993-06-01,AI,,1993
"0,270",1994-05-30,AI,,1994
98163 pour 89239,1994-09-05,AI,,1994
"0,297",1995-06-06,AI,,1995
"0,297",1996-06-03,AI,,1996
11 pour 10,1996-09-16,AI,,1996
"0,327",1997-06-05,AI,,1997
"0,364",1998-05-28,AI,,1998
9 pour 8,1998-06-15,AI,,1998
"0,413",1999-05-19,AI,,1999
"0,448",2000-05-11,AI,,2000
98163 pour 89239,2000-06-15,AI,,2000
"0,568",2001-05-10,AI,,2001
"0,606",2002-05-07,AI,,2002
9 pour 8,2002-06-17,AI,,2002
"0,682",2003-05-21,AI,,2003
"0,682",2004-05-18,AI,,2004
98163 pour 89239,2004-06-14,AI,,2004
"0,820",2005-05-17,AI,,2005
"0,902",2006-05-16,AI,,2006
11 pour 10,2006-06-12,AI,,2006
"1,031",2007-05-15,AI,,2007
2 pour 1,2007-06-13,AI,,2007
"1,160",2008-05-14,AI,,2008
98163 pour 89239,2008-06-09,AI,,2008
"1,276",2009-05-13,AI,,2009
"1,276",2010-05-12,AI,,2010
16 pour 15,2010-05-28,AI,,2010
"1,421",2011-05-11,AI,,2011
"1,512",2012-05-11,AI,,2012
11 pour 10,2012-05-31,AI,,2012
"1,663",2013-05-16,AI,Final,2013
"1,696",2014-05-16,AI,Final,2014
11 pour 10,2014-06-02,AI,,2014
"1,866",2015-05-18,AI,Final,2015
"1,903",2016-05-23,AI,Final,2016
1116 pour 1087,2016-09-14,AI,,2016
"1,953",2017-05-15,AI,Final,2017
11 pour 10,2017-10-02,AI,,2017
"2,190",2018-05-28,AI,Final,2018
"2,190",2019-05-20,AI,Final,2019
11 pour 10,2019-10-07,AI,,2019
"2,455",2020-05-11,AI,Final,2020
"2,500",2021-05-17,AI,Final,2021
"2,636",2022-05-16,AI,Final,2022
11 pour 10,2022-06-06,AI,,2022
"2,950",2023-05-15,AI,Final,2023
"0,076",2000-06-06,AIR,,2000
"0,500",2001-05-14,AIR,,2001
"0,500",2002-05-22,AIR,,2002
"0,300",2003-05-12,AIR,,2003
"0,400",2004-05-11,AIR,,2004
"0,500",2005-05-16,AIR,,2005
"0,650",2006-05-10,AIR,,2006
"0,120",2007-05-11,AIR,,2007
"0,120",2008-05-30,AIR,,2008
"0,200",2009-06-03,AIR,,2009
"0,220",2011-06-01,AIR,,2011
"0,450",2012-06-04,AIR,,2012
"0,600",2013-05-31,AIR,Final,2013
"0,750",2014-05-29,AIR,Final,2014
"1,200",2015-06-01,AIR,Final,2015
"1,300",2016-05-02,AIR,Final,2016
"1,350",2017-04-18,AIR,Final,2017
"1,500",2018-04-16,AIR,Final,2018
"1,650",2019-04-15,AIR,Final,2019
"1,500",2022-04-19,AIR,Final,2022
"1,800",2023-04-25,AIR,Final,2023
"0,724",2008-05-22,AKE,,2008
"0,579",2009-06-17,AKE,,2009
"0,579",2010-06-04,AKE,,2010
"0,965",2011-05-27,AKE,,2011
"1,255",2012-05-29,AKE,,2012
"1,737",2013-06-06,AKE,Final,2013
"1,850",2014-05-20,AKE,Final,2014
374 pour 361,2014-11-20,AKE,,2014
"1,850",2015-06-12,AKE,Final,2015
"1,900",2016-06-09,AKE,Final,2016
"2,050",2017-05-25,AKE,Final,2017
"2,300",2018-05-25,AKE,Final,2018
"2,500",2019-05-27,AKE,Final,2019
"2,200",2020-05-25,AKE,Final,2020
"2,500",2021-05-26,AKE,Final,2021
"3,000",2022-05-23,AKE,Final,2022
"3,400",2023-05-15,AKE,Final,2023
"0,087",1995-01-03,AKW,,1995
"0,136",1995-06-28,AKW,,1995
"0,107",1996-01-04,AKW,,1996
"0,107",1996-07-04,AKW,,1996
"0,107",1997-01-03,AKW,,1997
"0,107",1997-07-04,AKW,,1997
"0,107",1998-01-05,AKW,,1998
"0,107",1998-07-03,AKW,,1998
"0,111",1999-01-06,AKW,,1999
"0,112",1999-07-05,AKW,,1999
"0,112",2000-01-05,AKW,,2000
"0,112",2000-07-05,AKW,,2000
"0,112",2001-01-05,AKW,,2001
"0,112",2001-07-05,AKW,,2001
"0,100",2004-01-15,AKW,,2004
"0,100",2004-07-02,AKW,,2004
"0,100",2005-01-13,AKW,,2005
"0,100",2005-07-05,AKW,,2005
"0,100",2006-01-13,AKW,,2006
"0,100",2006-07-05,AKW,,2006
"0,130",2007-06-29,AKW,,2007
"0,080",2008-06-25,AKW,,2008
"0,047",2010-06-30,AKW,,2010
"0,050",2011-07-04,AKW,,2011
"0,050",2012-06-20,AKW,,2012
"0,050",2013-07-02,AKW,,2013
"0,050",2014-07-01,AKW,,2014
10 pour 1,2014-08-29,AKW,,2014
"0,050",2015-07-02,AKW,,2015
"0,200",2016-07-05,AKW,,2016
"0,300",2017-07-04,AKW,,2017
"0,300",2018-06-06,AKW,,2018
"0,300",2019-06-05,AKW,,2019
"0,195",2020-06-08,AKW,,2020
"0,450",2021-06-08,AKW,,2021
"0,450",2022-06-08,AKW,,2022
"0,300",2023-06-08,AKW,,2023
"0,200",2007-06-05,ALAQU,,2007
"0,280",2008-04-30,ALAQU,,2008
"0,300",2009-06-25,ALAQU,,2009
"0,340",2010-05-25,ALAQU,,2010
"0,340",2011-05-04,ALAQU,,2011
"0,450",2012-05-15,ALAQU,,2012
"0,450",2013-05-14,ALAQU,,2013
"0,500",2014-05-14,ALAQU,,2014
"0,500",2015-05-11,ALAQU,,2015
"0,500",2016-05-19,ALAQU,,2016
"0,500",2017-05-15,ALAQU,,2017
"0,500",2018-05-16,ALAQU,,2018
"0,500",2019-05-27,ALAQU,,2019
"0,350",2022-05-27,ALAQU,,2022
"0,250",2023-05-31,ALAQU,,2023
"0,230",2006-06-30,ALCLA,,2006
"0,280",2007-06-28,ALCLA,,2007
"0,300",2008-06-23,ALCLA,,2008
"0,430",2009-06-23,ALCLA,,2009
"0,630",2010-06-25,ALCLA,,2010
"1,200",2011-06-09,ALCLA,,2011
"0,750",2012-06-11,ALCLA,,2012
"0,750",2013-06-11,ALCLA,,2013
"0,800",2014-06-10,ALCLA,,2014
"0,800",2015-06-11,ALCLA,,2015
"1,250",2016-06-13,ALCLA,,2016
"0,800",2017-06-12,ALCLA,,2017
"0,800",2018-06-11,ALCLA,,2018
"0,650",2019-06-10,ALCLA,,2019
"1,300",2021-06-14,ALCLA,,2021
"3,700",2022-06-10,ALCLA,,2022
"6,500",2023-06-12,ALCLA,,2023
"6,000",2008-07-10,ALCOF,,2008
"30,000",2009-07-15,ALCOF,,2009
"8,000",2010-07-15,ALCOF,,2010
"8,000",2011-07-15,ALCOF,,2011
"8,000",2012-07-13,ALCOF,,2012
"8,000",2013-07-16,ALCOF,,2013
"8,000",2014-07-11,ALCOF,,2014
"8,000",2015-06-16,ALCOF,,2015
"8,000",2016-06-14,ALCOF,,2016
"8,000",2017-05-30,ALCOF,,2017
1 pour 200,2017-06-29,ALCOF,,2017
"8,000",2018-06-04,ALCOF,,2018
"8,000",2019-06-04,ALCOF,,2019
"8,000",2020-06-08,ALCOF,,2020
"30,000",2022-06-01,ALCOF,,2022
"15,000",2023-06-06,ALCOF,,2023
"0,484",2018-05-30,ALD,Final,2018
"0,529",2019-05-29,ALD,Final,2019
"0,575",2020-05-29,ALD,Final,2020
"0,575",2021-05-28,ALD,Final,2021
"0,985",2022-05-31,ALD,Final,2022
673 pour 614,2022-11-30,ALD,,2022
"1,060",2023-05-31,ALD,Final,2023
"0,525",1997-01-31,ALDEL,,1997
682 pour 647,1997-06-10,ALDEL,,1997
"0,569",1998-02-02,ALDEL,,1998
"0,449",1999-01-19,ALDEL,,1999
"0,674",2000-02-07,ALDEL,,2000
"0,509",2001-02-05,ALDEL,,2001
"0,687",2003-02-05,ALDEL,,2003
"0,687",2004-02-12,ALDEL,,2004
"0,363",2006-02-13,ALDEL,,2006
"0,412",2007-02-15,ALDEL,,2007
"1,080",2008-07-10,ALDEL,,2008
"0,177",2011-07-06,ALDEL,,2011
"0,069",2012-07-06,ALDEL,,2012
"0,353",2013-06-26,ALDEL,,2013
1506 pour 1505,2013-12-05,ALDEL,,2013
"0,246",2014-06-26,ALDEL,,2014
"0,373",2015-06-29,ALDEL,,2015
"0,521",2016-06-24,ALDEL,,2016
"0,580",2017-07-04,ALDEL,,2017
"0,924",2018-07-03,ALDEL,,2018
"0,560",2019-07-03,ALDEL,,2019
57 pour 56,2020-11-10,ALDEL,,2020
"0,380",2021-07-08,ALDEL,,2021
"1,130",2022-06-30,ALDEL,,2022
"0,640",2023-06-29,ALDEL,,2023
"0,300",2007-07-03,ALDLS,,2007
"0,500",2008-07-07,ALDLS,,2008
"0,500",2009-07-07,ALDLS,,2009
"0,300",2010-07-06,ALDLS,,2010
"0,300",2011-07-05,ALDLS,,2011
"0,300",2012-06-26,ALDLS,,2012
"0,230",2013-07-08,ALDLS,,2013
"0,140",2014-07-08,ALDLS,,2014
"0,230",2015-07-08,ALDLS,,2015
"0,460",2016-07-04,ALDLS,,2016
"0,500",2017-07-04,ALDLS,,2017
"0,600",2018-07-04,ALDLS,,2018
"0,430",2019-06-27,ALDLS,,2019
"0,300",2022-06-30,ALDLS,,2022
"0,400",2023-06-29,ALDLS,,2023
"0,080",2011-06-27,ALESK,,2011
"0,120",2012-06-21,ALESK,,2012
"0,140",2013-06-20,ALESK,,2013
"0,180",2014-06-25,ALESK,,2014
"0,240",2015-06-26,ALESK,,2015
"0,300",2016-06-28,ALESK,,2016
"0,300",2017-06-28,ALESK,,2017
"0,320",2018-06-25,ALESK,,2018
"0,410",2019-06-25,ALESK,,2019
"0,330",2020-06-25,ALESK,,2020
"0,500",2021-06-24,ALESK,,2021
"0,600",2022-06-23,ALESK,,2022
"0,750",2023-06-23,ALESK,,2023
"0,270",2008-02-25,ALFPC,,2008
"0,140",2009-04-24,ALFPC,,2009
"0,090",2013-03-25,ALFPC,,2013
"0,200",2014-03-20,ALFPC,,2014
"0,300",2015-04-22,ALFPC,,2015
"0,600",2016-04-20,ALFPC,,2016
"0,900",2017-03-29,ALFPC,,2017
"1,200",2018-04-13,ALFPC,,2018
"1,410",2019-04-24,ALFPC,,2019
"1,680",2020-04-24,ALFPC,,2020
"1,680",2021-04-26,ALFPC,,2021
"1,850",2022-04-27,ALFPC,,2022
"2,030",2023-04-24,ALFPC,,2023
"1,524",2000-07-03,ALGEV,,2000
"1,900",2001-07-02,ALGEV,,2001
"2,000",2002-07-01,ALGEV,,2002
"2,000",2003-07-01,ALGEV,,2003
"3,000",2004-07-01,ALGEV,,2004
"2,100",2005-07-01,ALGEV,,2005
"2,200",2006-07-03,ALGEV,,2006
"2,200",2007-07-02,ALGEV,,2007
"2,200",2008-06-26,ALGEV,,2008
"2,000",2009-06-26,ALGEV,,2009
"1,800",2010-06-28,ALGEV,,2010
"1,800",2011-06-28,ALGEV,,2011
"1,800",2012-06-20,ALGEV,,2012
"1,800",2012-06-27,ALGEV,,2012
"1,800",2013-06-25,ALGEV,,2013
"1,800",2014-06-24,ALGEV,,2014
"1,800",2015-06-23,ALGEV,,2015
"1,800",2016-06-21,ALGEV,,2016
"1,800",2017-06-20,ALGEV,,2017
"1,800",2018-06-25,ALGEV,,2018
"1,800",2019-06-24,ALGEV,,2019
"1,600",2020-06-17,ALGEV,,2020
"2,000",2021-06-22,ALGEV,,2021
"3,000",2022-06-16,ALGEV,,2022
"4,000",2023-06-28,ALGEV,,2023
"0,061",1993-06-08,ALGIL,,1993
"0,018",1994-06-07,ALGIL,,1994
"0,015",1995-06-21,ALGIL,,1995
"0,072",1996-06-06,ALGIL,,1996
"0,072",1997-06-11,ALGIL,,1997
"0,072",1998-06-11,ALGIL,,1998
"0,090",1999-06-08,ALGIL,,1999
"0,110",2000-06-15,ALGIL,,2000
"0,120",2001-06-14,ALGIL,,2001
"0,120",2002-06-13,ALGIL,,2002
"0,160",2003-06-12,ALGIL,,2003
"0,160",2004-06-15,ALGIL,,2004
"0,160",2005-06-16,ALGIL,,2005
"0,200",2006-06-09,ALGIL,,2006
"0,200",2007-06-08,ALGIL,,2007
"0,230",2008-06-11,ALGIL,,2008
"0,200",2009-06-10,ALGIL,,2009
"0,250",2010-06-09,ALGIL,,2010
"0,200",2011-06-16,ALGIL,,2011
"0,200",2012-06-05,ALGIL,,2012
"0,200",2013-07-02,ALGIL,,2013
"0,200",2014-06-16,ALGIL,,2014
"0,380",2015-06-24,ALGIL,,2015
10 pour 1,2015-06-29,ALGIL,,2015
"0,410",2016-06-15,ALGIL,,2016
"0,650",2017-06-23,ALGIL,,2017
"0,700",2018-06-26,ALGIL,,2018
"0,600",2019-06-25,ALGIL,,2019
"0,300",2020-06-23,ALGIL,,2020
"0,900",2021-06-22,ALGIL,,2021
"0,750",2022-06-28,ALGIL,,2022
"0,800",2023-06-27,ALGIL,,2023
"0,050",2013-06-18,ALGLD,,2013
"0,040",2014-06-24,ALGLD,,2014
"0,040",2015-07-02,ALGLD,,2015
"0,040",2016-07-04,ALGLD,,2016
"0,040",2017-07-04,ALGLD,,2017
"0,040",2018-07-04,ALGLD,,2018
"0,040",2019-07-08,ALGLD,,2019
"0,040",2020-06-22,ALGLD,,2020
"0,040",2021-07-14,ALGLD,,2021
"0,040",2022-07-13,ALGLD,,2022
"0,030",2023-07-11,ALGLD,,2023
"0,120",2007-04-27,ALHIT,,2007
"0,100",2007-08-17,ALHIT,,2007
"0,140",2008-05-13,ALHIT,,2008
"0,150",2008-09-03,ALHIT,,2008
"0,250",2009-09-07,ALHIT,,2009
"1,000",2010-05-04,ALHIT,,2010
"0,350",2011-06-07,ALHIT,,2011
"0,430",2012-06-19,ALHIT,,2012
"0,460",2013-06-14,ALHIT,,2013
"0,400",2014-06-10,ALHIT,,2014
"0,650",2015-07-13,ALHIT,,2015
"0,750",2016-04-13,ALHIT,,2016
"0,850",2017-05-25,ALHIT,,2017
"1,250",2018-07-09,ALHIT,,2018
"1,250",2019-07-08,ALHIT,,2019
"1,150",2020-07-01,ALHIT,,2020
"1,100",2021-07-20,ALHIT,,2021
"1,000",2022-09-05,ALHIT,,2022
"1,250",2023-09-05,ALHIT,,2023
"0,140",2022-06-28,ALI2S,,2022
"0,140",2022-09-06,ALI2S,,2022
"0,140",2023-06-22,ALI2S,,2023
"0,170",2004-12-14,ALLDL,,2004
"0,080",2005-12-14,ALLDL,,2005
"0,100",2008-11-04,ALLDL,,2008
"0,200",2010-09-24,ALLDL,,2010
"0,250",2011-10-04,ALLDL,,2011
"0,220",2012-10-02,ALLDL,,2012
"0,330",2013-10-01,ALLDL,,2013
"0,450",2014-09-30,ALLDL,,2014
"0,450",2015-10-02,ALLDL,,2015
"0,500",2016-10-06,ALLDL,,2016
"0,500",2021-02-23,ALLDL,,2021
"1,500",2021-10-05,ALLDL,,2021
"0,800",2022-02-23,ALLDL,,2022
"1,200",2022-10-05,ALLDL,,2022
"0,400",2023-02-22,ALLDL,,2023
"0,800",2023-10-04,ALLDL,,2023
"0,140",2012-06-26,ALLHB,,2012
"0,160",2013-06-25,ALLHB,,2013
"0,110",2014-06-24,ALLHB,,2014
"0,080",2016-07-27,ALLHB,,2016
"0,160",2018-06-26,ALLHB,,2018
"0,220",2019-06-25,ALLHB,,2019
"0,280",2023-06-21,ALLHB,,2023
11 pour 10,2015-06-25,ALMET,,2015
"0,069",2016-06-24,ALMET,,2016
481 pour 473,2016-06-27,ALMET,,2016
"0,060",2017-07-11,ALMET,,2017
"0,110",2018-07-10,ALMET,,2018
"0,210",2019-07-04,ALMET,,2019
"0,210",2020-07-13,ALMET,,2020
"0,100",2021-07-13,ALMET,,2021
"0,150",2023-07-06,ALMET,,2023
"0,347",2006-01-31,ALMGI,,2006
"0,340",2023-09-21,ALMGI,,2023
"0,300",2011-05-20,ALMIL,,2011
"0,300",2012-06-08,ALMIL,,2012
"0,300",2013-06-04,ALMIL,,2013
"0,300",2014-06-12,ALMIL,,2014
"0,300",2015-06-29,ALMIL,,2015
"0,300",2016-06-21,ALMIL,,2016
"0,300",2017-06-26,ALMIL,,2017
"2,000",2018-06-13,ALMIL,,2018
"0,300",2019-06-07,ALMIL,,2019
"2,440",2023-05-11,ALMIL,,2023
"0,650",2022-02-21,ALMOU,,2022
"1,000",2023-03-03,ALMOU,,2023
"0,264",2001-06-29,ALMRB,,2001
"0,350",2002-06-28,ALMRB,,2002
"0,420",2003-06-30,ALMRB,,2003
"0,705",2004-06-30,ALMRB,,2004
"0,470",2005-06-30,ALMRB,,2005
"0,470",2006-06-30,ALMRB,,2006
"0,500",2007-05-31,ALMRB,,2007
"0,530",2008-05-27,ALMRB,,2008
"0,550",2009-06-02,ALMRB,,2009
"0,570",2010-05-11,ALMRB,,2010
"0,580",2011-05-09,ALMRB,,2011
"0,590",2012-05-02,ALMRB,,2012
"0,400",2013-04-29,ALMRB,,2013
"0,240",2014-05-07,ALMRB,,2014
"0,400",2015-05-11,ALMRB,,2015
"0,300",2016-06-27,ALMRB,,2016
"0,600",2017-06-27,ALMRB,,2017
"0,600",2018-06-28,ALMRB,,2018
"0,160",2007-06-29,ALNSE,,2007
"0,180",2008-06-17,ALNSE,,2008
"0,200",2009-06-29,ALNSE,,2009
"0,250",2010-06-25,ALNSE,,2010
"0,350",2011-06-17,ALNSE,,2011
"0,060",2012-06-12,ALNSE,,2012
"0,092",2013-06-12,ALNSE,,2013
"0,092",2014-06-19,ALNSE,,2014
"0,092",2015-06-11,ALNSE,,2015
"0,200",2020-06-29,ALNSE,,2020
"0,200",2021-06-29,ALNSE,,2021
"0,220",2022-07-01,ALNSE,,2022
"0,220",2023-07-05,ALNSE,,2023
"4,249",1999-10-01,ALO,,1999
"4,674",2000-09-11,ALO,,2000
"4,674",2001-07-30,ALO,,2001
4181 pour 3910,2002-06-04,ALO,,2002
3708 pour 2813,2003-11-27,ALO,,2003
209 pour 135,2004-07-20,ALO,,2004
1 pour 40,2005-08-03,ALO,,2005
"0,371",2007-07-05,ALO,,2007
"0,742",2008-06-26,ALO,,2008
2 pour 1,2008-07-07,ALO,,2008
"1,039",2009-06-25,ALO,,2009
"1,150",2010-06-24,ALO,,2010
"0,575",2011-06-30,ALO,,2011
"0,742",2012-06-28,ALO,,2012
"0,779",2013-07-04,ALO,Final,2013
"0,232",2017-07-07,ALO,Final,2017
"0,325",2018-07-20,ALO,Final,2018
"5,100",2019-07-15,ALO,Final,2019
1031 pour 956,2020-11-17,ALO,,2020
"0,250",2021-08-02,ALO,Final,2021
"0,250",2022-07-20,ALO,Final,2022
"0,250",2023-07-19,ALO,Final,2023
"0,490",2006-09-28,ALOBR,,2006
"0,520",2007-07-12,ALOBR,,2007
"0,830",2008-06-20,ALOBR,,2008
"0,830",2009-06-24,ALOBR,,2009
"0,830",2010-07-20,ALOBR,,2010
"0,830",2011-07-08,ALOBR,,2011
"0,830",2012-07-02,ALOBR,,2012
"0,830",2013-07-22,ALOBR,,2013
"0,700",2014-07-14,ALOBR,,2014
"0,700",2016-07-19,ALOBR,,2016
"0,700",2017-07-25,ALOBR,,2017
"0,210",2018-02-13,ALOBR,,2018
"0,700",2018-07-24,ALOBR,,2018
"0,500",2019-07-24,ALOBR,,2019
"0,600",2022-07-25,ALOBR,,2022
"0,300",2023-07-25,ALOBR,,2023
"0,040",1995-02-27,ALPDX,,1995
"0,063",1996-02-26,ALPDX,,1996
"0,094",1997-03-03,ALPDX,,1997
"0,114",1998-03-06,ALPDX,,1998
"0,152",1999-03-05,ALPDX,,1999
"0,168",2000-02-29,ALPDX,,2000
"0,206",2001-03-05,ALPDX,,2001
"0,250",2002-03-05,ALPDX,,2002
"0,250",2003-03-05,ALPDX,,2003
"0,250",2004-02-18,ALPDX,,2004
"0,375",2005-01-20,ALPDX,,2005
"0,375",2006-01-16,ALPDX,,2006
"0,500",2007-02-09,ALPDX,,2007
